CHEBI_GO_SO_EXT:enzyme	SO:0001185
SO_EXT:0001773	SO:0001773
SO_EXT:0001782	SO:0001782
SO_EXT:0001784	SO:0001784
SO_EXT:0001785	SO:0001785
SO_EXT:0001786	SO:0001786
SO_EXT:0001787	SO:0001787
SO_EXT:0001788	SO:0001788
SO_EXT:0001789	SO:0001789
SO_EXT:0001790	SO:0001790
SO_EXT:0001791	SO:0001791
SO_EXT:0001792	SO:0001792
SO_EXT:0001793	SO:0001793
SO_EXT:0001794	SO:0001794
SO_EXT:0001795	SO:0001795
SO_EXT:0001796	SO:0001796
SO_EXT:0001797	SO:0001797
SO_EXT:0001798	SO:0001798
SO_EXT:0001799	SO:0001799
SO_EXT:0001800	SO:0001800
SO_EXT:0001801	SO:0001801
SO_EXT:0001802	SO:0001802
SO_EXT:0001803	SO:0001803
SO_EXT:0001804	SO:0001804
SO_EXT:0001805	SO:0001805
SO_EXT:0001806	SO:0001806
SO_EXT:0001807	SO:0001807
SO_EXT:0001808	SO:0001808
SO_EXT:0001809	SO:0001809
SO_EXT:0001810	SO:0001810
SO_EXT:0001811	SO:0001811
SO_EXT:0001812	SO:0001812
SO_EXT:0001813	SO:0001813
SO_EXT:0001818	SO:0001818
SO_EXT:0001819	SO:0001819
SO_EXT:0001820	SO:0001820
SO_EXT:0001821	SO:0001821
SO_EXT:0001822	SO:0001822
SO_EXT:0001823	SO:0001823
SO_EXT:0001824	SO:0001824
SO_EXT:0001825	SO:0001825
SO_EXT:0001826	SO:0001826
SO_EXT:0001827	SO:0001827
SO_EXT:0001828	SO:0001828
SO_EXT:0001829	SO:0001829
SO_EXT:0001830	SO:0001830
SO_EXT:0001831	SO:0001831
SO_EXT:0001832	SO:0001832
SO_EXT:0001833	SO:0001833
SO_EXT:0001834	SO:0001834
SO_EXT:0001835	SO:0001835
SO_EXT:0001836	SO:0001836
SO_EXT:0001837	SO:0001837
SO_EXT:0001838	SO:0001838
SO_EXT:0001839	SO:0001839
SO_EXT:0001840	SO:0001840
SO_EXT:0001841	SO:0001841
SO_EXT:0001842	SO:0001842
SO_EXT:0001843	SO:0001843
SO_EXT:0001844	SO:0001844
SO_EXT:0001845	SO:0001845
SO_EXT:0001846	SO:0001846
SO_EXT:0001847	SO:0001847
SO_EXT:0001848	SO:0001848
SO_EXT:0001849	SO:0001849
SO_EXT:0001850	SO:0001850
SO_EXT:0001851	SO:0001851
SO_EXT:0001852	SO:0001852
SO_EXT:0001853	SO:0001853
SO_EXT:0001854	SO:0001854
SO_EXT:0001855	SO:0001855
SO_EXT:0001856	SO:0001856
SO_EXT:0001857	SO:0001857
SO_EXT:0001858	SO:0001858
SO_EXT:0001859	SO:0001859
SO_EXT:0001860	SO:0001860
SO_EXT:0001861	SO:0001861
SO_EXT:0001862	SO:0001862
SO_EXT:0001863	SO:0001863
SO_EXT:0001864	SO:0001864
SO_EXT:0001865	SO:0001865
SO_EXT:0001866	SO:0001866
SO_EXT:0001867	SO:0001867
SO_EXT:0001868	SO:0001868
SO_EXT:0001869	SO:0001869
SO_EXT:0001870	SO:0001870
SO_EXT:0001871	SO:0001871
SO_EXT:0001872	SO:0001872
SO_EXT:0001873	SO:0001873
SO_EXT:0001874	SO:0001874
SO_EXT:0001875	SO:0001875
SO_EXT:0001876	SO:0001876
SO_EXT:0001877	SO:0001877
SO_EXT:0001878	SO:0001878
SO_EXT:0001879	SO:0001879
SO_EXT:0001880	SO:0001880
SO_EXT:0001881	SO:0001881
SO_EXT:0001882	SO:0001882
SO_EXT:0001883	SO:0001883
SO_EXT:0001884	SO:0001884
SO_EXT:0001885	SO:0001885
SO_EXT:0001886	SO:0001886
SO_EXT:0001887	SO:0001887
SO_EXT:0001888	SO:0001888
SO_EXT:0001889	SO:0001889
SO_EXT:0001890	SO:0001890
SO_EXT:0001891	SO:0001891
SO_EXT:0001892	SO:0001892
SO_EXT:0001893	SO:0001893
SO_EXT:0001894	SO:0001894
SO_EXT:0001895	SO:0001895
SO_EXT:0001896	SO:0001896
SO_EXT:0001897	SO:0001897
SO_EXT:0001898	SO:0001898
SO_EXT:0001899	SO:0001899
SO_EXT:0001900	SO:0001900
SO_EXT:0001901	SO:0001901
SO_EXT:0001902	SO:0001902
SO_EXT:0001903	SO:0001903
SO_EXT:0001904	SO:0001904
SO_EXT:0001905	SO:0001905
SO_EXT:0001906	SO:0001906
SO_EXT:0001907	SO:0001907
SO_EXT:0001908	SO:0001908
SO_EXT:0001909	SO:0001909
SO_EXT:0001910	SO:0001910
SO_EXT:0001911	SO:0001911
SO_EXT:0001912	SO:0001912
SO_EXT:0001913	SO:0001913
SO_EXT:0001914	SO:0001914
SO_EXT:0001915	SO:0001915
SO_EXT:0001916	SO:0001916
SO_EXT:0001917	SO:0001917
SO_EXT:0001918	SO:0001918
SO_EXT:0001919	SO:0001919
SO_EXT:0001920	SO:0001920
SO_EXT:0001921	SO:0001921
SO_EXT:0001922	SO:0001922
SO_EXT:0001923	SO:0001923
SO_EXT:0001924	SO:0001924
SO_EXT:0001925	SO:0001925
SO_EXT:0001926	SO:0001926
SO_EXT:0001927	SO:0001927
SO_EXT:0001928	SO:0001928
SO_EXT:0001929	SO:0001929
SO_EXT:0001930	SO:0001930
SO_EXT:0001931	SO:0001931
SO_EXT:0001932	SO:0001932
SO_EXT:0001933	SO:0001933
SO_EXT:0001934	SO:0001934
SO_EXT:0001935	SO:0001935
SO_EXT:0001936	SO:0001936
SO_EXT:0001937	SO:0001937
SO_EXT:0001938	SO:0001938
SO_EXT:0001939	SO:0001939
SO_EXT:0001940	SO:0001940
SO_EXT:0001941	SO:0001941
SO_EXT:0001942	SO:0001942
SO_EXT:0001943	SO:0001943
SO_EXT:0001944	SO:0001944
SO_EXT:0001945	SO:0001945
SO_EXT:0001946	SO:0001946
SO_EXT:0001947	SO:0001947
SO_EXT:0001948	SO:0001948
SO_EXT:0001949	SO:0001949
SO_EXT:0001950	SO:0001950
SO_EXT:0001951	SO:0001951
SO_EXT:0001952	SO:0001952
SO_EXT:0001953	SO:0001953
SO_EXT:0001954	SO:0001954
SO_EXT:0001955	SO:0001955
SO_EXT:0001956	SO:0001956
SO_EXT:0001958	SO:0001958
SO_EXT:0001959	SO:0001959
SO_EXT:0001960	SO:0001960
SO_EXT:0001961	SO:0001961
SO_EXT:0001962	SO:0001962
SO_EXT:0001963	SO:0001963
SO_EXT:0001964	SO:0001964
SO_EXT:0001965	SO:0001965
SO_EXT:0001966	SO:0001966
SO_EXT:0001967	SO:0001967
SO_EXT:0001968	SO:0001968
SO_EXT:0001969	SO:0001969
SO_EXT:0001970	SO:0001970
SO_EXT:0001971	SO:0001971
SO_EXT:0001972	SO:0001972
SO_EXT:0001973	SO:0001973
SO_EXT:0001974	SO:0001974
SO_EXT:0001975	SO:0001975
SO_EXT:0001976	SO:0001976
SO_EXT:0001977	SO:0001977
SO_EXT:0001978	SO:0001978
SO_EXT:0001979	SO:0001979
SO_EXT:0001980	SO:0001980
SO_EXT:0001981	SO:0001981
SO_EXT:0001982	SO:0001982
SO_EXT:0001983	SO:0001983
SO_EXT:0001984	SO:0001984
SO_EXT:0001985	SO:0001985
SO_EXT:0001986	SO:0001986
SO_EXT:0001987	SO:0001987
SO_EXT:0001988	SO:0001988
SO_EXT:0001989	SO:0001989
SO_EXT:0001990	SO:0001990
SO_EXT:0001991	SO:0001991
SO_EXT:0001992	SO:0001992
SO_EXT:0001993	SO:0001993
SO_EXT:0001994	SO:0001994
SO_EXT:0001995	SO:0001995
SO_EXT:0001996	SO:0001996
SO_EXT:0001997	SO:0001997
SO_EXT:0001998	SO:0001998
SO_EXT:0001999	SO:0001999
SO_EXT:0002001	SO:0002001
SO_EXT:0002002	SO:0002002
SO_EXT:0002003	SO:0002003
SO_EXT:0002004	SO:0002004
SO_EXT:0002005	SO:0002005
SO_EXT:0002006	SO:0002006
SO_EXT:0002007	SO:0002007
SO_EXT:0002008	SO:0002008
SO_EXT:0002009	SO:0002009
SO_EXT:0002010	SO:0002010
SO_EXT:0002011	SO:0002011
SO_EXT:0002012	SO:0002012
SO_EXT:0002013	SO:0002013
SO_EXT:0002014	SO:0002014
SO_EXT:0002015	SO:0002015
SO_EXT:0002016	SO:0002016
SO_EXT:0002017	SO:0002017
SO_EXT:0002018	SO:0002018
SO_EXT:0002019	SO:0002019
SO_EXT:0002020	SO:0002020
SO_EXT:0002021	SO:0002021
SO_EXT:0002022	SO:0002022
SO_EXT:0002023	SO:0002023
SO_EXT:0002024	SO:0002024
SO_EXT:0002025	SO:0002025
SO_EXT:0002026	SO:0002026
SO_EXT:0002027	SO:0002027
SO_EXT:0002028	SO:0002028
SO_EXT:0002029	SO:0002029
SO_EXT:0002030	SO:0002030
SO_EXT:0002031	SO:0002031
SO_EXT:0002032	SO:0002032
SO_EXT:0002033	SO:0002033
SO_EXT:0002034	SO:0002034
SO_EXT:0002035	SO:0002035
SO_EXT:0002036	SO:0002036
SO_EXT:0002037	SO:0002037
SO_EXT:0002038	SO:0002038
SO_EXT:0002039	SO:0002039
SO_EXT:0002040	SO:0002040
SO_EXT:0002041	SO:0002041
SO_EXT:0002042	SO:0002042
SO_EXT:0002043	SO:0002043
SO_EXT:0002044	SO:0002044
SO_EXT:0002045	SO:0002045
SO_EXT:0002046	SO:0002046
SO_EXT:0002047	SO:0002047
SO_EXT:0002048	SO:0002048
SO_EXT:0002049	SO:0002049
SO_EXT:0002050	SO:0002050
SO_EXT:0002051	SO:0002051
SO_EXT:0002052	SO:0002052
SO_EXT:0002053	SO:0002053
SO_EXT:0002054	SO:0002054
SO_EXT:0002055	SO:0002055
SO_EXT:0002056	SO:0002056
SO_EXT:0002058	SO:0002058
SO_EXT:0002059	SO:0002059
SO_EXT:0002060	SO:0002060
SO_EXT:0002061	SO:0002061
SO_EXT:0002062	SO:0002062
SO_EXT:0002063	SO:0002063
SO_EXT:0002064	SO:0002064
SO_EXT:0002065	SO:0002065
SO_EXT:0002066	SO:0002066
SO_EXT:0002067	SO:0002067
SO_EXT:0002068	SO:0002068
SO_EXT:0002069	SO:0002069
SO_EXT:0002070	SO:0002070
SO_EXT:0002071	SO:0002071
SO_EXT:0002072	SO:0002072
SO_EXT:0002073	SO:0002073
SO_EXT:0002074	SO:0002074
SO_EXT:0002075	SO:0002075
SO_EXT:0002076	SO:0002076
SO_EXT:0002077	SO:0002077
SO_EXT:0002078	SO:0002078
SO_EXT:0002079	SO:0002079
SO_EXT:0002080	SO:0002080
SO_EXT:0002081	SO:0002081
SO_EXT:0002082	SO:0002082
SO_EXT:0002083	SO:0002083
SO_EXT:0002084	SO:0002084
SO_EXT:0002085	SO:0002085
SO_EXT:0002086	SO:0002086
SO_EXT:0002087	SO:0002087
SO_EXT:0002088	SO:0002088
SO_EXT:0002089	SO:0002089
SO_EXT:0002090	SO:0002090
SO_EXT:0002091	SO:0002091
SO_EXT:0002092	SO:0002092
SO_EXT:0002093	SO:0002093
SO_EXT:0002094	SO:0002094
SO_EXT:0002095	SO:0002095
SO_EXT:0002096	SO:0002096
SO_EXT:0002097	SO:0002097
SO_EXT:0002098	SO:0002098
SO_EXT:0002099	SO:0002099
SO_EXT:0002100	SO:0002100
SO_EXT:0002101	SO:0002101
SO_EXT:0002102	SO:0002102
SO_EXT:0002103	SO:0002103
SO_EXT:0002104	SO:0002104
SO_EXT:0002105	SO:0002105
SO_EXT:0002106	SO:0002106
SO_EXT:0002107	SO:0002107
SO_EXT:0002108	SO:0002108
SO_EXT:0002109	SO:0002109
SO_EXT:0002110	SO:0002110
SO_EXT:0002111	SO:0002111
SO_EXT:0002112	SO:0002112
SO_EXT:0002113	SO:0002113
SO_EXT:0002114	SO:0002114
SO_EXT:0002115	SO:0002115
SO_EXT:0002116	SO:0002116
SO_EXT:0002118	SO:0002118
SO_EXT:0002120	SO:0002120
SO_EXT:0002121	SO:0002121
SO_EXT:0002122	SO:0002122
SO_EXT:0002123	SO:0002123
SO_EXT:0002124	SO:0002124
SO_EXT:0002125	SO:0002125
SO_EXT:0002126	SO:0002126
SO_EXT:0002127	SO:0002127
SO_EXT:0002128	SO:0002128
SO_EXT:0002129	SO:0002129
SO_EXT:0002130	SO:0002130
SO_EXT:0002131	SO:0002131
SO_EXT:0002132	SO:0002132
SO_EXT:0002133	SO:0002133
SO_EXT:0002134	SO:0002134
SO_EXT:0002135	SO:0002135
SO_EXT:0002136	SO:0002136
SO_EXT:0002137	SO:0002137
SO_EXT:0002138	SO:0002138
SO_EXT:0002139	SO:0002139
SO_EXT:0002140	SO:0002140
SO_EXT:0002141	SO:0002141
SO_EXT:0002142	SO:0002142
SO_EXT:0002143	SO:0002143
SO_EXT:0002144	SO:0002144
SO_EXT:0002145	SO:0002145
SO_EXT:0002146	SO:0002146
SO_EXT:0002147	SO:0002147
SO_EXT:0002148	SO:0002148
SO_EXT:0002149	SO:0002149
SO_EXT:0002150	SO:0002150
SO_EXT:0002151	SO:0002151
SO_EXT:0002152	SO:0002152
SO_EXT:0002153	SO:0002153
SO_EXT:0002154	SO:0002154
SO_EXT:0002155	SO:0002155
SO_EXT:0002156	SO:0002156
SO_EXT:0002157	SO:0002157
SO_EXT:0002158	SO:0002158
SO_EXT:0002159	SO:0002159
SO_EXT:0002160	SO:0002160
SO_EXT:0002161	SO:0002161
SO_EXT:0002162	SO:0002162
SO_EXT:0002163	SO:0002163
SO_EXT:0002164	SO:0002164
SO_EXT:0002165	SO:0002165
SO_EXT:0005836	SO:0005836
SO_EXT:0005837	SO:0005837
SO_EXT:0005841	SO:0005841
SO_EXT:0005843	SO:0005843
SO_EXT:0005845	SO:0005845
SO_EXT:0005850	SO:0005850
SO_EXT:0005851	SO:0005851
SO_EXT:0005852	SO:0005852
SO_EXT:0005853	SO:0005853
SO_EXT:0005854	SO:0005854
SO_EXT:0005855	SO:0005855
SO_EXT:0005856	SO:0005856
SO_EXT:0005857	SO:0005857
SO_EXT:0005858	SO:0005858
SO_EXT:0100001	SO:0100001
SO_EXT:0100002	SO:0100002
SO_EXT:0100003	SO:0100003
SO_EXT:0100004	SO:0100004
SO_EXT:0100005	SO:0100005
SO_EXT:0100006	SO:0100006
SO_EXT:0100007	SO:0100007
SO_EXT:0100008	SO:0100008
SO_EXT:0100009	SO:0100009
SO_EXT:0100010	SO:0100010
SO_EXT:0100011	SO:0100011
SO_EXT:0100012	SO:0100012
SO_EXT:0100013	SO:0100013
SO_EXT:0100014	SO:0100014
SO_EXT:0100015	SO:0100015
SO_EXT:0100016	SO:0100016
SO_EXT:0100017	SO:0100017
SO_EXT:0100018	SO:0100018
SO_EXT:0100019	SO:0100019
SO_EXT:0100020	SO:0100020
SO_EXT:0100021	SO:0100021
SO_EXT:1000002	SO:1000002
SO_EXT:1000005	SO:1000005
SO_EXT:1000008	SO:1000008
SO_EXT:1000009	SO:1000009
SO_EXT:1000010	SO:1000010
SO_EXT:1000011	SO:1000011
SO_EXT:1000012	SO:1000012
SO_EXT:1000013	SO:1000013
SO_EXT:1000014	SO:1000014
SO_EXT:1000015	SO:1000015
SO_EXT:1000016	SO:1000016
SO_EXT:1000017	SO:1000017
SO_EXT:1000018	SO:1000018
SO_EXT:1000019	SO:1000019
SO_EXT:1000020	SO:1000020
SO_EXT:1000021	SO:1000021
SO_EXT:1000022	SO:1000022
SO_EXT:1000023	SO:1000023
SO_EXT:1000024	SO:1000024
SO_EXT:1000025	SO:1000025
SO_EXT:1000026	SO:1000026
SO_EXT:1000027	SO:1000027
SO_EXT:1000028	SO:1000028
SO_EXT:1000029	SO:1000029
SO_EXT:1000030	SO:1000030
SO_EXT:1000031	SO:1000031
SO_EXT:1000032	SO:1000032
SO_EXT:1000035	SO:1000035
SO_EXT:1000036	SO:1000036
SO_EXT:1000037	SO:1000037
SO_EXT:1000038	SO:1000038
SO_EXT:1000039	SO:1000039
SO_EXT:1000040	SO:1000040
SO_EXT:1000041	SO:1000041
SO_EXT:1000042	SO:1000042
SO_EXT:1000043	SO:1000043
SO_EXT:1000044	SO:1000044
SO_EXT:1000045	SO:1000045
SO_EXT:1000046	SO:1000046
SO_EXT:1000047	SO:1000047
SO_EXT:1000048	SO:1000048
SO_EXT:1000136	SO:1000136
SO_EXT:1000138	SO:1000138
SO_EXT:1000140	SO:1000140
SO_EXT:1000141	SO:1000141
SO_EXT:1000142	SO:1000142
SO_EXT:1000143	SO:1000143
SO_EXT:1000144	SO:1000144
SO_EXT:1000145	SO:1000145
SO_EXT:1000147	SO:1000147
SO_EXT:1000148	SO:1000148
SO_EXT:1000149	SO:1000149
SO_EXT:1000150	SO:1000150
SO_EXT:1000151	SO:1000151
SO_EXT:1000152	SO:1000152
SO_EXT:1000153	SO:1000153
SO_EXT:1000154	SO:1000154
SO_EXT:1000155	SO:1000155
SO_EXT:1000156	SO:1000156
SO_EXT:1000157	SO:1000157
SO_EXT:1000158	SO:1000158
SO_EXT:1000159	SO:1000159
SO_EXT:1000160	SO:1000160
SO_EXT:1000161	SO:1000161
SO_EXT:1000162	SO:1000162
SO_EXT:1000170	SO:1000170
SO_EXT:1000171	SO:1000171
SO_EXT:1000173	SO:1000173
SO_EXT:1000175	SO:1000175
SO_EXT:1000182	SO:1000182
SO_EXT:1000183	SO:1000183
SO_EXT:1001187	SO:1001187
SO_EXT:1001196	SO:1001196
SO_EXT:1001197	SO:1001197
SO_EXT:1001246	SO:1001246
SO_EXT:1001247	SO:1001247
SO_EXT:1001249	SO:1001249
SO_EXT:1001251	SO:1001251
SO_EXT:1001254	SO:1001254
SO_EXT:1001259	SO:1001259
SO_EXT:1001260	SO:1001260
SO_EXT:1001261	SO:1001261
SO_EXT:1001264	SO:1001264
SO_EXT:1001265	SO:1001265
SO_EXT:1001268	SO:1001268
SO_EXT:1001269	SO:1001269
SO_EXT:1001271	SO:1001271
SO_EXT:1001272	SO:1001272
SO_EXT:1001273	SO:1001273
SO_EXT:1001274	SO:1001274
SO_EXT:1001275	SO:1001275
SO_EXT:1001277	SO:1001277
SO_EXT:1001279	SO:1001279
SO_EXT:1001280	SO:1001280
SO_EXT:1001281	SO:1001281
SO_EXT:1001282	SO:1001282
SO_EXT:1001283	SO:1001283
SO_EXT:1001284	SO:1001284
SO_EXT:1001285	SO:1001285
SO_EXT:1001286	SO:1001286
SO_EXT:1001287	SO:1001287
SO_EXT:1001288	SO:1001288
SO_EXT:2000061	SO:2000061
SO_EXT:3000000	SO:3000000
SO_EXT:5_prime_LTR_unit_or_region	SO:0000425
SO_EXT:alternative_splice_variant	SO:1001187	SO:0001060
SO_EXT:biological_conservation_process_or_quality	SO:0000856
SO_EXT:biological_sequence	SO:0000110
SO_EXT:cDNA	SO:0000756
SO_EXT:coding_sequence	SO:0000316	SO:0000851
SO_EXT:direct_repeat_unit_or_region	SO:0000314
SO_EXT:double_stranded_complementary_DNA	SO:0000758
SO_EXT:engineered_biological_sequence	SO:0000804
SO_EXT:enhancer_trap_or_trap_construct	SO:0001479
SO_EXT:epigenetic_modification_entity	SO:0001720
SO_EXT:epigenetic_modification_entity_or_process	SO:0001720
SO_EXT:epigenetic_modification_process	SO:0001720
SO_EXT:fusion_gene_or_gene_fusion	SO:0000287	SO:0001565
SO_EXT:gene_product	SO:0000673	SO:0000104
SO_EXT:gene_trap_or_trap_construct	SO:0001477
SO_EXT:gene_trapping_process	SO:0001477
SO_EXT:genomic_DNA	SO:0000991
SO_EXT:genotype_or_entity_with_genotype	SO:0001027
SO_EXT:inverted_repeat_unit_or_region	SO:0000294
SO_EXT:LTR_unit_or_region	SO:0000286
SO_EXT:microsatellite_unit_or_region	SO:0000289
SO_EXT:missense_quality_or_entity	SO:0001583
SO_EXT:nonsense_quality_or_entity	SO:0001587
SO_EXT:normal_or_wild_type_or_present	SO:0000817
SO_EXT:null_sequence_entity	SO:0002055
SO_EXT:physical_mapping_process	SO:0001249
SO_EXT:point_mutation_entity_or_process	SO:1000008
SO_EXT:polymorphism	SO:0001766	SO:0000694	SO:0001013
SO_EXT:radiation_hybrid_mapping_process	SO:0001252
SO_EXT:satellite_unit_or_region	SO:0000005
SO_EXT:sequence_alteration_entity_or_process	SO:0001059	SO:0001089
SO_EXT:sequence_alteration_process	SO:0001059	SO:0001089
SO_EXT:sequence_altered_entity	SO:0001059
SO_EXT:sequence_altered_entity_or_alteration_process	SO:0001059
SO_EXT:sequence_assembly_entity_or_process	SO:0001248
SO_EXT:sequence_circularization	SO:0000988
SO_EXT:sequence_cloned_entity	SO:0000151	SO:0000753
SO_EXT:sequence_cloning_process	SO:0000151	SO:0000753
SO_EXT:sequence_coding_function	SO:0000316
SO_EXT:sequence_copy_entity	SO:1000037	SO:1000035
SO_EXT:sequence_deletion_entity_or_process	SO:0000159
SO_EXT:sequence_deletion_process	SO:0000159
SO_EXT:sequence_downstreamness	SO:0000400
SO_EXT:sequence_duplication_entity_or_process	SO:1000037	SO:1000035
SO_EXT:sequence_duplication_process	SO:1000037	SO:1000035
SO_EXT:sequence_fusion_entity_or_process	SO:0000806
SO_EXT:sequence_fusion_process	SO:0000806
SO_EXT:sequence_insertion_entity_or_process	SO:0000667
SO_EXT:sequence_insertion_process	SO:0000667
SO_EXT:sequence_inversion_entity_or_process	SO:1000036
SO_EXT:sequence_inversion_process	SO:1000036
SO_EXT:sequence_linearization	SO:0000987
SO_EXT:sequence_nullness	SO:0002055
SO_EXT:sequence_nullness_or_absence	SO:0002055
SO_EXT:sequence_or_structure_motif	SO:0001683	SO:0001079	SO:0001067
SO_EXT:sequence_recombinant_entity	SO:0002155	SO:0002154
SO_EXT:sequence_repeat_unit_or_region	SO:0000726	SO:0000657
SO_EXT:sequence_rescue_process	SO:0000814
SO_EXT:sequence_retrotransposition_entity_or_process	SO:0000569
SO_EXT:sequence_retrotransposition_process	SO:0000569
SO_EXT:sequence_substitution_entity_or_process	SO:1000002
SO_EXT:sequence_substitution_process	SO:1000002
SO_EXT:sequence_truncation_entity_or_process	SO:0001906
SO_EXT:sequence_truncation_process	SO:0001906
SO_EXT:sequence_unaltered_entity	SO:0001059
SO_EXT:sequence_upstreamness	SO:0000400
SO_EXT:sequence_variant_entity	SO:0001059	SO:0001060
SO_EXT:sequence_variant_or_variation	SO:0001059	SO:0001060
SO_EXT:sequence_variation_entity_or_quality	SO:0001059
SO_EXT:splice_acceptor	SO:0001570	SO:0000164	SO:0000706
SO_EXT:splice_donor	SO:0001571	SO:0000163	SO:0000707
SO_EXT:tandem_repeat_unit_or_region	SO:0000705
SO_EXT:terminal_inverted_repeat_unit_or_region	SO:0000481
SO_EXT:transgenesis	SO:0000902
SO_EXT:transgenic_entity	SO:0000902
SO_EXT:wild_type_entity	SO:0000817
SO_EXT:wild_type_entity_or_quality	SO:0000817
