CHEBI_GO_EXT:agonist	GO:0048018
GO_EXT:0034860	GO:0034860
GO_EXT:0034861	GO:0034861
GO_EXT:0034862	GO:0034862
GO_EXT:0034863	GO:0034863
GO_EXT:0034864	GO:0034864
GO_EXT:0034865	GO:0034865
GO_EXT:0034866	GO:0034866
GO_EXT:0034867	GO:0034867
GO_EXT:0034868	GO:0034868
GO_EXT:0034869	GO:0034869
GO_EXT:0034870	GO:0034870
GO_EXT:0034871	GO:0034871
GO_EXT:0034872	GO:0034872
GO_EXT:0034873	GO:0034873
GO_EXT:0034874	GO:0034874
GO_EXT:0034875	GO:0034875
GO_EXT:0034876	GO:0034876
GO_EXT:0034877	GO:0034877
GO_EXT:0034878	GO:0034878
GO_EXT:0034879	GO:0034879
GO_EXT:0034880	GO:0034880
GO_EXT:0034881	GO:0034881
GO_EXT:0034882	GO:0034882
GO_EXT:0034885	GO:0034885
GO_EXT:0034886	GO:0034886
GO_EXT:0034888	GO:0034888
GO_EXT:0034889	GO:0034889
GO_EXT:0034890	GO:0034890
GO_EXT:0034891	GO:0034891
GO_EXT:0034892	GO:0034892
GO_EXT:0034893	GO:0034893
GO_EXT:0034894	GO:0034894
GO_EXT:0034895	GO:0034895
GO_EXT:0034896	GO:0034896
GO_EXT:0034897	GO:0034897
GO_EXT:0034898	GO:0034898
GO_EXT:0034899	GO:0034899
GO_EXT:0034900	GO:0034900
GO_EXT:0034901	GO:0034901
GO_EXT:0034902	GO:0034902
GO_EXT:0034903	GO:0034903
GO_EXT:0034904	GO:0034904
GO_EXT:0034905	GO:0034905
GO_EXT:0034906	GO:0034906
GO_EXT:0034907	GO:0034907
GO_EXT:0034908	GO:0034908
GO_EXT:0034909	GO:0034909
GO_EXT:0034910	GO:0034910
GO_EXT:0034911	GO:0034911
GO_EXT:0034912	GO:0034912
GO_EXT:0034914	GO:0034914
GO_EXT:0034915	GO:0034915
GO_EXT:0034916	GO:0034916
GO_EXT:0034917	GO:0034917
GO_EXT:0034918	GO:0034918
GO_EXT:0034919	GO:0034919
GO_EXT:0034920	GO:0034920
GO_EXT:0034921	GO:0034921
GO_EXT:0034922	GO:0034922
GO_EXT:0034923	GO:0034923
GO_EXT:0034924	GO:0034924
GO_EXT:0034925	GO:0034925
GO_EXT:0034926	GO:0034926
GO_EXT:0034927	GO:0034927
GO_EXT:0034928	GO:0034928
GO_EXT:0034929	GO:0034929
GO_EXT:0034930	GO:0034930
GO_EXT:0034931	GO:0034931
GO_EXT:0034932	GO:0034932
GO_EXT:0034933	GO:0034933
GO_EXT:0034934	GO:0034934
GO_EXT:0034935	GO:0034935
GO_EXT:0034936	GO:0034936
GO_EXT:0034937	GO:0034937
GO_EXT:0034938	GO:0034938
GO_EXT:0034939	GO:0034939
GO_EXT:0034940	GO:0034940
GO_EXT:0034941	GO:0034941
GO_EXT:0034942	GO:0034942
GO_EXT:0034943	GO:0034943
GO_EXT:0034944	GO:0034944
GO_EXT:0034945	GO:0034945
GO_EXT:0034946	GO:0034946
GO_EXT:0034947	GO:0034947
GO_EXT:0034948	GO:0034948
GO_EXT:0034949	GO:0034949
GO_EXT:0034950	GO:0034950
GO_EXT:0034951	GO:0034951
GO_EXT:0034952	GO:0034952
GO_EXT:0034953	GO:0034953
GO_EXT:0034954	GO:0034954
GO_EXT:0034955	GO:0034955
GO_EXT:0034956	GO:0034956
GO_EXT:0034957	GO:0034957
GO_EXT:0034958	GO:0034958
GO_EXT:0034979	GO:0034979
GO_EXT:0034986	GO:0034986
GO_EXT:0034987	GO:0034987
GO_EXT:0034988	GO:0034988
GO_EXT:0035004	GO:0035004
GO_EXT:0035005	GO:0035005
GO_EXT:0035013	GO:0035013
GO_EXT:0035014	GO:0035014
GO_EXT:0035033	GO:0035033
GO_EXT:0035034	GO:0035034
GO_EXT:0035035	GO:0035035
GO_EXT:0035049	GO:0035049
GO_EXT:0035064	GO:0035064
GO_EXT:0035091	GO:0035091
GO_EXT:0035100	GO:0035100
GO_EXT:0035173	GO:0035173
GO_EXT:0035174	GO:0035174
GO_EXT:0035175	GO:0035175
GO_EXT:0035184	GO:0035184
GO_EXT:0035197	GO:0035197
GO_EXT:0035198	GO:0035198
GO_EXT:0035226	GO:0035226
GO_EXT:0035236	GO:0035236
GO_EXT:0035237	GO:0035237
GO_EXT:0035240	GO:0035240
GO_EXT:0035241	GO:0035241
GO_EXT:0035242	GO:0035242
GO_EXT:0035243	GO:0035243
GO_EXT:0035244	GO:0035244
GO_EXT:0035248	GO:0035248
GO_EXT:0035250	GO:0035250
GO_EXT:0035251	GO:0035251
GO_EXT:0035252	GO:0035252
GO_EXT:0035254	GO:0035254
GO_EXT:0035255	GO:0035255
GO_EXT:0035256	GO:0035256
GO_EXT:0035257	GO:0035257
GO_EXT:0035258	GO:0035258
GO_EXT:0035259	GO:0035259
GO_EXT:0035273	GO:0035273
GO_EXT:0035274	GO:0035274
GO_EXT:0035275	GO:0035275
GO_EXT:0035276	GO:0035276
GO_EXT:0035299	GO:0035299
GO_EXT:0035302	GO:0035302
GO_EXT:0035312	GO:0035312
GO_EXT:0035325	GO:0035325
GO_EXT:0035326	GO:0035326
GO_EXT:0035368	GO:0035368
GO_EXT:0035373	GO:0035373
GO_EXT:0035374	GO:0035374
GO_EXT:0035375	GO:0035375
GO_EXT:0035379	GO:0035379
GO_EXT:0035380	GO:0035380
GO_EXT:0035381	GO:0035381
GO_EXT:0035400	GO:0035400
GO_EXT:0035401	GO:0035401
GO_EXT:0035402	GO:0035402
GO_EXT:0035403	GO:0035403
GO_EXT:0035410	GO:0035410
GO_EXT:0035438	GO:0035438
GO_EXT:0035439	GO:0035439
GO_EXT:0035446	GO:0035446
GO_EXT:0035447	GO:0035447
GO_EXT:0035460	GO:0035460
GO_EXT:0035472	GO:0035472
GO_EXT:0035473	GO:0035473
GO_EXT:0035478	GO:0035478
GO_EXT:0035484	GO:0035484
GO_EXT:0035485	GO:0035485
GO_EXT:0035486	GO:0035486
GO_EXT:0035487	GO:0035487
GO_EXT:0035488	GO:0035488
GO_EXT:0035489	GO:0035489
GO_EXT:0035496	GO:0035496
GO_EXT:0035497	GO:0035497
GO_EXT:0035500	GO:0035500
GO_EXT:0035501	GO:0035501
GO_EXT:0035514	GO:0035514
GO_EXT:0035515	GO:0035515
GO_EXT:0035516	GO:0035516
GO_EXT:0035527	GO:0035527
GO_EXT:0035529	GO:0035529
GO_EXT:0035538	GO:0035538
GO_EXT:0035539	GO:0035539
GO_EXT:0035560	GO:0035560
GO_EXT:0035575	GO:0035575
GO_EXT:0035586	GO:0035586
GO_EXT:0035591	GO:0035591
GO_EXT:0035594	GO:0035594
GO_EXT:0035595	GO:0035595
GO_EXT:0035596	GO:0035596
GO_EXT:0035597	GO:0035597
GO_EXT:0035598	GO:0035598
GO_EXT:0035599	GO:0035599
GO_EXT:0035605	GO:0035605
GO_EXT:0035612	GO:0035612
GO_EXT:0035613	GO:0035613
GO_EXT:0035614	GO:0035614
GO_EXT:0035615	GO:0035615
GO_EXT:0035620	GO:0035620
GO_EXT:0035639	GO:0035639
GO_EXT:0035642	GO:0035642
GO_EXT:0035643	GO:0035643
GO_EXT:0035647	GO:0035647
GO_EXT:0035650	GO:0035650
GO_EXT:0035651	GO:0035651
GO_EXT:0035656	GO:0035656
GO_EXT:0035662	GO:0035662
GO_EXT:0035663	GO:0035663
GO_EXT:0035671	GO:0035671
GO_EXT:0035673	GO:0035673
GO_EXT:0035715	GO:0035715
GO_EXT:0035716	GO:0035716
GO_EXT:0035717	GO:0035717
GO_EXT:0035718	GO:0035718
GO_EXT:0035727	GO:0035727
GO_EXT:0035730	GO:0035730
GO_EXT:0035731	GO:0035731
GO_EXT:0035755	GO:0035755
GO_EXT:0035757	GO:0035757
GO_EXT:0035758	GO:0035758
GO_EXT:0035797	GO:0035797
GO_EXT:0035798	GO:0035798
GO_EXT:0035800	GO:0035800
GO_EXT:0035804	GO:0035804
GO_EXT:0035827	GO:0035827
GO_EXT:0035851	GO:0035851
GO_EXT:0035870	GO:0035870
GO_EXT:0035877	GO:0035877
GO_EXT:0035885	GO:0035885
GO_EXT:0035888	GO:0035888
GO_EXT:0035923	GO:0035923
GO_EXT:0035925	GO:0035925
GO_EXT:0035939	GO:0035939
GO_EXT:0035979	GO:0035979
GO_EXT:0035991	GO:0035991
GO_EXT:0036002	GO:0036002
GO_EXT:0036004	GO:0036004
GO_EXT:0036009	GO:0036009
GO_EXT:0036033	GO:0036033
GO_EXT:0036041	GO:0036041
GO_EXT:0036042	GO:0036042
GO_EXT:0036054	GO:0036054
GO_EXT:0036055	GO:0036055
GO_EXT:0036080	GO:0036080
GO_EXT:0036081	GO:0036081
GO_EXT:0036082	GO:0036082
GO_EXT:0036094	GO:0036094
GO_EXT:0036105	GO:0036105
GO_EXT:0036106	GO:0036106
GO_EXT:0036121	GO:0036121
GO_EXT:0036122	GO:0036122
GO_EXT:0036127	GO:0036127
GO_EXT:0036130	GO:0036130
GO_EXT:0036131	GO:0036131
GO_EXT:0036132	GO:0036132
GO_EXT:0036133	GO:0036133
GO_EXT:0036134	GO:0036134
GO_EXT:0036136	GO:0036136
GO_EXT:0036137	GO:0036137
GO_EXT:0036139	GO:0036139
GO_EXT:0036140	GO:0036140
GO_EXT:0036141	GO:0036141
GO_EXT:0036143	GO:0036143
GO_EXT:0036163	GO:0036163
GO_EXT:0036169	GO:0036169
GO_EXT:0036173	GO:0036173
GO_EXT:0036174	GO:0036174
GO_EXT:0036175	GO:0036175
GO_EXT:0036185	GO:0036185
GO_EXT:0036188	GO:0036188
GO_EXT:0036189	GO:0036189
GO_EXT:0036190	GO:0036190
GO_EXT:0036191	GO:0036191
GO_EXT:0036192	GO:0036192
GO_EXT:0036193	GO:0036193
GO_EXT:0036199	GO:0036199
GO_EXT:0036200	GO:0036200
GO_EXT:0036201	GO:0036201
GO_EXT:0036202	GO:0036202
GO_EXT:0036203	GO:0036203
GO_EXT:0036204	GO:0036204
GO_EXT:0036209	GO:0036209
GO_EXT:0036217	GO:0036217
GO_EXT:0036218	GO:0036218
GO_EXT:0036219	GO:0036219
GO_EXT:0036220	GO:0036220
GO_EXT:0036221	GO:0036221
GO_EXT:0036222	GO:0036222
GO_EXT:0036237	GO:0036237
GO_EXT:0036238	GO:0036238
GO_EXT:0036239	GO:0036239
GO_EXT:0036243	GO:0036243
GO_EXT:0036263	GO:0036263
GO_EXT:0036264	GO:0036264
GO_EXT:0036307	GO:0036307
GO_EXT:0036308	GO:0036308
GO_EXT:0036310	GO:0036310
GO_EXT:0036311	GO:0036311
GO_EXT:0036312	GO:0036312
GO_EXT:0036313	GO:0036313
GO_EXT:0036317	GO:0036317
GO_EXT:0036318	GO:0036318
GO_EXT:0036319	GO:0036319
GO_EXT:0036320	GO:0036320
GO_EXT:0036326	GO:0036326
GO_EXT:0036327	GO:0036327
GO_EXT:0036328	GO:0036328
GO_EXT:0036329	GO:0036329
GO_EXT:0036330	GO:0036330
GO_EXT:0036332	GO:0036332
GO_EXT:0036348	GO:0036348
GO_EXT:0036354	GO:0036354
GO_EXT:0036355	GO:0036355
GO_EXT:0036356	GO:0036356
GO_EXT:0036357	GO:0036357
GO_EXT:0036361	GO:0036361
GO_EXT:0036370	GO:0036370
GO_EXT:0036373	GO:0036373
GO_EXT:0036374	GO:0036374
GO_EXT:0036380	GO:0036380
GO_EXT:0036381	GO:0036381
GO_EXT:0036382	GO:0036382
GO_EXT:0036383	GO:0036383
GO_EXT:0036384	GO:0036384
GO_EXT:0036393	GO:0036393
GO_EXT:0036397	GO:0036397
GO_EXT:0036400	GO:0036400
GO_EXT:0036401	GO:0036401
GO_EXT:0036402	GO:0036402
GO_EXT:0036403	GO:0036403
GO_EXT:0036408	GO:0036408
GO_EXT:0036412	GO:0036412
GO_EXT:0036422	GO:0036422
GO_EXT:0036423	GO:0036423
GO_EXT:0036424	GO:0036424
GO_EXT:0036425	GO:0036425
GO_EXT:0036426	GO:0036426
GO_EXT:0036427	GO:0036427
GO_EXT:0036428	GO:0036428
GO_EXT:0036429	GO:0036429
GO_EXT:0036430	GO:0036430
GO_EXT:0036431	GO:0036431
GO_EXT:0036432	GO:0036432
GO_EXT:0036433	GO:0036433
GO_EXT:0036434	GO:0036434
GO_EXT:0036435	GO:0036435
GO_EXT:0036439	GO:0036439
GO_EXT:0036440	GO:0036440
GO_EXT:0036441	GO:0036441
GO_EXT:0036442	GO:0036442
GO_EXT:0036443	GO:0036443
GO_EXT:0036455	GO:0036455
GO_EXT:0036456	GO:0036456
GO_EXT:0036458	GO:0036458
GO_EXT:0036459	GO:0036459
GO_EXT:0036461	GO:0036461
GO_EXT:0036463	GO:0036463
GO_EXT:0036467	GO:0036467
GO_EXT:0036468	GO:0036468
GO_EXT:0036469	GO:0036469
GO_EXT:0036470	GO:0036470
GO_EXT:0036478	GO:0036478
GO_EXT:0036479	GO:0036479
GO_EXT:0036487	GO:0036487
GO_EXT:0036505	GO:0036505
GO_EXT:0038006	GO:0038006
GO_EXT:0038021	GO:0038021
GO_EXT:0038022	GO:0038022
GO_EXT:0038023	GO:0038023
GO_EXT:0038024	GO:0038024
GO_EXT:0038025	GO:0038025
GO_EXT:0038036	GO:0038036
GO_EXT:0038046	GO:0038046
GO_EXT:0038047	GO:0038047
GO_EXT:0038048	GO:0038048
GO_EXT:0038049	GO:0038049
GO_EXT:0038050	GO:0038050
GO_EXT:0038051	GO:0038051
GO_EXT:0038052	GO:0038052
GO_EXT:0038053	GO:0038053
GO_EXT:0038054	GO:0038054
GO_EXT:0038057	GO:0038057
GO_EXT:0038058	GO:0038058
GO_EXT:0038062	GO:0038062
GO_EXT:0038064	GO:0038064
GO_EXT:0038067	GO:0038067
GO_EXT:0038068	GO:0038068
GO_EXT:0038069	GO:0038069
GO_EXT:0038070	GO:0038070
GO_EXT:0038071	GO:0038071
GO_EXT:0038072	GO:0038072
GO_EXT:0038073	GO:0038073
GO_EXT:0038074	GO:0038074
GO_EXT:0038075	GO:0038075
GO_EXT:0038076	GO:0038076
GO_EXT:0038077	GO:0038077
GO_EXT:0038078	GO:0038078
GO_EXT:0038079	GO:0038079
GO_EXT:0038080	GO:0038080
GO_EXT:0038081	GO:0038081
GO_EXT:0038082	GO:0038082
GO_EXT:0038085	GO:0038085
GO_EXT:0038100	GO:0038100
GO_EXT:0038102	GO:0038102
GO_EXT:0038103	GO:0038103
GO_EXT:0038106	GO:0038106
GO_EXT:0038117	GO:0038117
GO_EXT:0038121	GO:0038121
GO_EXT:0038122	GO:0038122
GO_EXT:0038131	GO:0038131
GO_EXT:0038132	GO:0038132
GO_EXT:0038147	GO:0038147
GO_EXT:0038149	GO:0038149
GO_EXT:0038164	GO:0038164
GO_EXT:0038174	GO:0038174
GO_EXT:0038177	GO:0038177
GO_EXT:0038181	GO:0038181
GO_EXT:0038182	GO:0038182
GO_EXT:0038186	GO:0038186
GO_EXT:0038187	GO:0038187
GO_EXT:0038191	GO:0038191
GO_EXT:0038198	GO:0038198
GO_EXT:0038199	GO:0038199
GO_EXT:0038200	GO:0038200
GO_EXT:0039552	GO:0039552
GO_EXT:0039556	GO:0039556
GO_EXT:0039594	GO:0039594
GO_EXT:0039603	GO:0039603
GO_EXT:0039605	GO:0039605
GO_EXT:0039630	GO:0039630
GO_EXT:0039631	GO:0039631
GO_EXT:0039632	GO:0039632
GO_EXT:0039660	GO:0039660
GO_EXT:0039706	GO:0039706
GO_EXT:0042007	GO:0042007
GO_EXT:0042008	GO:0042008
GO_EXT:0042009	GO:0042009
GO_EXT:0042010	GO:0042010
GO_EXT:0042011	GO:0042011
GO_EXT:0042012	GO:0042012
GO_EXT:0042013	GO:0042013
GO_EXT:0042014	GO:0042014
GO_EXT:0042015	GO:0042015
GO_EXT:0042016	GO:0042016
GO_EXT:0042017	GO:0042017
GO_EXT:0042018	GO:0042018
GO_EXT:0042019	GO:0042019
GO_EXT:0042020	GO:0042020
GO_EXT:0042021	GO:0042021
GO_EXT:0042030	GO:0042030
GO_EXT:0042043	GO:0042043
GO_EXT:0042054	GO:0042054
GO_EXT:0042056	GO:0042056
GO_EXT:0042071	GO:0042071
GO_EXT:0042083	GO:0042083
GO_EXT:0042084	GO:0042084
GO_EXT:0042085	GO:0042085
GO_EXT:0042086	GO:0042086
GO_EXT:0042123	GO:0042123
GO_EXT:0042124	GO:0042124
GO_EXT:0042131	GO:0042131
GO_EXT:0042132	GO:0042132
GO_EXT:0042134	GO:0042134
GO_EXT:0042162	GO:0042162
GO_EXT:0042163	GO:0042163
GO_EXT:0042164	GO:0042164
GO_EXT:0042165	GO:0042165
GO_EXT:0042166	GO:0042166
GO_EXT:0042169	GO:0042169
GO_EXT:0042171	GO:0042171
GO_EXT:0042242	GO:0042242
GO_EXT:0042263	GO:0042263
GO_EXT:0042277	GO:0042277
GO_EXT:0042279	GO:0042279
GO_EXT:0042281	GO:0042281
GO_EXT:0042282	GO:0042282
GO_EXT:0042283	GO:0042283
GO_EXT:0042284	GO:0042284
GO_EXT:0042285	GO:0042285
GO_EXT:0042286	GO:0042286
GO_EXT:0042287	GO:0042287
GO_EXT:0042288	GO:0042288
GO_EXT:0042289	GO:0042289
GO_EXT:0042292	GO:0042292
GO_EXT:0042293	GO:0042293
GO_EXT:0042294	GO:0042294
GO_EXT:0042296	GO:0042296
GO_EXT:0042299	GO:0042299
GO_EXT:0042300	GO:0042300
GO_EXT:0042301	GO:0042301
GO_EXT:0042302	GO:0042302
GO_EXT:0042314	GO:0042314
GO_EXT:0042324	GO:0042324
GO_EXT:0042328	GO:0042328
GO_EXT:0042329	GO:0042329
GO_EXT:0042349	GO:0042349
GO_EXT:0042356	GO:0042356
GO_EXT:0042379	GO:0042379
GO_EXT:0042380	GO:0042380
GO_EXT:0042389	GO:0042389
GO_EXT:0042392	GO:0042392
GO_EXT:0042393	GO:0042393
GO_EXT:0042409	GO:0042409
GO_EXT:0042410	GO:0042410
GO_EXT:0042469	GO:0042469
GO_EXT:0042497	GO:0042497
GO_EXT:0042498	GO:0042498
GO_EXT:0042500	GO:0042500
GO_EXT:0042556	GO:0042556
GO_EXT:0042557	GO:0042557
GO_EXT:0042561	GO:0042561
GO_EXT:0042562	GO:0042562
GO_EXT:0042577	GO:0042577
GO_EXT:0042578	GO:0042578
GO_EXT:0042586	GO:0042586
GO_EXT:0042602	GO:0042602
GO_EXT:0042605	GO:0042605
GO_EXT:0042608	GO:0042608
GO_EXT:0042609	GO:0042609
GO_EXT:0042610	GO:0042610
GO_EXT:0042614	GO:0042614
GO_EXT:0042615	GO:0042615
GO_EXT:0042623	GO:0042623
GO_EXT:0042624	GO:0042624
GO_EXT:0042625	GO:0042625
GO_EXT:0042626	GO:0042626
GO_EXT:0042654	GO:0042654
GO_EXT:0042656	GO:0042656
GO_EXT:0042657	GO:0042657
GO_EXT:0042658	GO:0042658
GO_EXT:0042731	GO:0042731
GO_EXT:0042736	GO:0042736
GO_EXT:0042767	GO:0042767
GO_EXT:0042768	GO:0042768
GO_EXT:0042781	GO:0042781
GO_EXT:0042799	GO:0042799
GO_EXT:0042800	GO:0042800
GO_EXT:0042801	GO:0042801
GO_EXT:0042802	GO:0042802
GO_EXT:0042803	GO:0042803
GO_EXT:0042805	GO:0042805
GO_EXT:0042806	GO:0042806
GO_EXT:0042809	GO:0042809
GO_EXT:0042813	GO:0042813
GO_EXT:0042826	GO:0042826
GO_EXT:0042834	GO:0042834
GO_EXT:0042835	GO:0042835
GO_EXT:0042876	GO:0042876
GO_EXT:0042878	GO:0042878
GO_EXT:0042879	GO:0042879
GO_EXT:0042880	GO:0042880
GO_EXT:0042881	GO:0042881
GO_EXT:0042887	GO:0042887
GO_EXT:0042888	GO:0042888
GO_EXT:0042890	GO:0042890
GO_EXT:0042895	GO:0042895
GO_EXT:0042896	GO:0042896
GO_EXT:0042897	GO:0042897
GO_EXT:0042898	GO:0042898
GO_EXT:0042900	GO:0042900
GO_EXT:0042901	GO:0042901
GO_EXT:0042903	GO:0042903
GO_EXT:0042907	GO:0042907
GO_EXT:0042910	GO:0042910
GO_EXT:0042911	GO:0042911
GO_EXT:0042912	GO:0042912
GO_EXT:0042913	GO:0042913
GO_EXT:0042917	GO:0042917
GO_EXT:0042922	GO:0042922
GO_EXT:0042923	GO:0042923
GO_EXT:0042924	GO:0042924
GO_EXT:0042925	GO:0042925
GO_EXT:0042926	GO:0042926
GO_EXT:0042927	GO:0042927
GO_EXT:0042929	GO:0042929
GO_EXT:0042931	GO:0042931
GO_EXT:0042933	GO:0042933
GO_EXT:0042934	GO:0042934
GO_EXT:0042936	GO:0042936
GO_EXT:0042937	GO:0042937
GO_EXT:0042943	GO:0042943
GO_EXT:0042944	GO:0042944
GO_EXT:0042945	GO:0042945
GO_EXT:0042947	GO:0042947
GO_EXT:0042950	GO:0042950
GO_EXT:0042951	GO:0042951
GO_EXT:0042954	GO:0042954
GO_EXT:0042957	GO:0042957
GO_EXT:0042958	GO:0042958
GO_EXT:0042959	GO:0042959
GO_EXT:0042960	GO:0042960
GO_EXT:0042961	GO:0042961
GO_EXT:0042962	GO:0042962
GO_EXT:0042970	GO:0042970
GO_EXT:0042971	GO:0042971
GO_EXT:0042972	GO:0042972
GO_EXT:0042973	GO:0042973
GO_EXT:0042974	GO:0042974
GO_EXT:0042975	GO:0042975
GO_EXT:0042978	GO:0042978
GO_EXT:0042979	GO:0042979
GO_EXT:0042988	GO:0042988
GO_EXT:0043008	GO:0043008
GO_EXT:0043014	GO:0043014
GO_EXT:0043015	GO:0043015
GO_EXT:0043021	GO:0043021
GO_EXT:0043022	GO:0043022
GO_EXT:0043023	GO:0043023
GO_EXT:0043024	GO:0043024
GO_EXT:0043027	GO:0043027
GO_EXT:0043028	GO:0043028
GO_EXT:0043035	GO:0043035
GO_EXT:0043047	GO:0043047
GO_EXT:0043110	GO:0043110
GO_EXT:0043115	GO:0043115
GO_EXT:0043120	GO:0043120
GO_EXT:0043121	GO:0043121
GO_EXT:0043125	GO:0043125
GO_EXT:0043130	GO:0043130
GO_EXT:0043135	GO:0043135
GO_EXT:0043136	GO:0043136
GO_EXT:0043138	GO:0043138
GO_EXT:0043139	GO:0043139
GO_EXT:0043140	GO:0043140
GO_EXT:0043141	GO:0043141
GO_EXT:0043142	GO:0043142
GO_EXT:0043167	GO:0043167
GO_EXT:0043168	GO:0043168
GO_EXT:0043169	GO:0043169
GO_EXT:0043175	GO:0043175
GO_EXT:0043176	GO:0043176
GO_EXT:0043177	GO:0043177
GO_EXT:0043178	GO:0043178
GO_EXT:0043183	GO:0043183
GO_EXT:0043184	GO:0043184
GO_EXT:0043185	GO:0043185
GO_EXT:0043199	GO:0043199
GO_EXT:0043208	GO:0043208
GO_EXT:0043210	GO:0043210
GO_EXT:0043211	GO:0043211
GO_EXT:0043212	GO:0043212
GO_EXT:0043214	GO:0043214
GO_EXT:0043216	GO:0043216
GO_EXT:0043221	GO:0043221
GO_EXT:0043225	GO:0043225
GO_EXT:0043236	GO:0043236
GO_EXT:0043237	GO:0043237
GO_EXT:0043250	GO:0043250
GO_EXT:0043262	GO:0043262
GO_EXT:0043273	GO:0043273
GO_EXT:0043274	GO:0043274
GO_EXT:0043287	GO:0043287
GO_EXT:0043295	GO:0043295
GO_EXT:0043325	GO:0043325
GO_EXT:0043333	GO:0043333
GO_EXT:0043334	GO:0043334
GO_EXT:0043336	GO:0043336
GO_EXT:0043337	GO:0043337
GO_EXT:0043338	GO:0043338
GO_EXT:0043364	GO:0043364
GO_EXT:0043365	GO:0043365
GO_EXT:0043394	GO:0043394
GO_EXT:0043395	GO:0043395
GO_EXT:0043398	GO:0043398
GO_EXT:0043399	GO:0043399
GO_EXT:0043404	GO:0043404
GO_EXT:0043422	GO:0043422
GO_EXT:0043423	GO:0043423
GO_EXT:0043424	GO:0043424
GO_EXT:0043425	GO:0043425
GO_EXT:0043426	GO:0043426
GO_EXT:0043428	GO:0043428
GO_EXT:0043429	GO:0043429
GO_EXT:0043430	GO:0043430
GO_EXT:0043431	GO:0043431
GO_EXT:0043472	GO:0043472
GO_EXT:0043492	GO:0043492
GO_EXT:0043495	GO:0043495
GO_EXT:0043515	GO:0043515
GO_EXT:0043522	GO:0043522
GO_EXT:0043530	GO:0043530
GO_EXT:0043531	GO:0043531
GO_EXT:0043532	GO:0043532
GO_EXT:0043533	GO:0043533
GO_EXT:0043539	GO:0043539
GO_EXT:0043544	GO:0043544
GO_EXT:0043546	GO:0043546
GO_EXT:0043548	GO:0043548
GO_EXT:0043559	GO:0043559
GO_EXT:0043560	GO:0043560
GO_EXT:0043563	GO:0043563
GO_EXT:0043565	GO:0043565
GO_EXT:0043566	GO:0043566
GO_EXT:0043621	GO:0043621
GO_EXT:0043682	GO:0043682
GO_EXT:0043712	GO:0043712
GO_EXT:0043713	GO:0043713
GO_EXT:0043714	GO:0043714
GO_EXT:0043715	GO:0043715
GO_EXT:0043716	GO:0043716
GO_EXT:0043717	GO:0043717
GO_EXT:0043718	GO:0043718
GO_EXT:0043719	GO:0043719
GO_EXT:0043720	GO:0043720
GO_EXT:0043721	GO:0043721
GO_EXT:0043722	GO:0043722
GO_EXT:0043723	GO:0043723
GO_EXT:0043724	GO:0043724
GO_EXT:0043725	GO:0043725
GO_EXT:0043726	GO:0043726
GO_EXT:0043727	GO:0043727
GO_EXT:0043728	GO:0043728
GO_EXT:0043729	GO:0043729
GO_EXT:0043730	GO:0043730
GO_EXT:0043731	GO:0043731
GO_EXT:0043732	GO:0043732
GO_EXT:0043733	GO:0043733
GO_EXT:0043734	GO:0043734
GO_EXT:0043737	GO:0043737
GO_EXT:0043738	GO:0043738
GO_EXT:0043739	GO:0043739
GO_EXT:0043740	GO:0043740
GO_EXT:0043741	GO:0043741
GO_EXT:0043743	GO:0043743
GO_EXT:0043744	GO:0043744
GO_EXT:0043745	GO:0043745
GO_EXT:0043746	GO:0043746
GO_EXT:0043747	GO:0043747
GO_EXT:0043748	GO:0043748
GO_EXT:0043749	GO:0043749
GO_EXT:0043750	GO:0043750
GO_EXT:0043751	GO:0043751
GO_EXT:0043752	GO:0043752
GO_EXT:0043754	GO:0043754
GO_EXT:0043755	GO:0043755
GO_EXT:0043756	GO:0043756
GO_EXT:0043757	GO:0043757
GO_EXT:0043758	GO:0043758
GO_EXT:0043759	GO:0043759
GO_EXT:0043760	GO:0043760
GO_EXT:0043761	GO:0043761
GO_EXT:0043762	GO:0043762
GO_EXT:0043763	GO:0043763
GO_EXT:0043764	GO:0043764
GO_EXT:0043765	GO:0043765
GO_EXT:0043766	GO:0043766
GO_EXT:0043767	GO:0043767
GO_EXT:0043768	GO:0043768
GO_EXT:0043770	GO:0043770
GO_EXT:0043771	GO:0043771
GO_EXT:0043772	GO:0043772
GO_EXT:0043773	GO:0043773
GO_EXT:0043774	GO:0043774
GO_EXT:0043775	GO:0043775
GO_EXT:0043776	GO:0043776
GO_EXT:0043777	GO:0043777
GO_EXT:0043778	GO:0043778
GO_EXT:0043779	GO:0043779
GO_EXT:0043780	GO:0043780
GO_EXT:0043781	GO:0043781
GO_EXT:0043782	GO:0043782
GO_EXT:0043783	GO:0043783
GO_EXT:0043784	GO:0043784
GO_EXT:0043785	GO:0043785
GO_EXT:0043786	GO:0043786
GO_EXT:0043791	GO:0043791
GO_EXT:0043792	GO:0043792
GO_EXT:0043793	GO:0043793
GO_EXT:0043794	GO:0043794
GO_EXT:0043795	GO:0043795
GO_EXT:0043796	GO:0043796
GO_EXT:0043797	GO:0043797
GO_EXT:0043798	GO:0043798
GO_EXT:0043799	GO:0043799
GO_EXT:0043800	GO:0043800
GO_EXT:0043801	GO:0043801
GO_EXT:0043802	GO:0043802
GO_EXT:0043803	GO:0043803
GO_EXT:0043804	GO:0043804
