CHEBI:13193	CHEBI_EXT:13193
CHEBI:77035	CHEBI_EXT:77035
CHEBI:77088	CHEBI_EXT:77088
CHEBI:77089	CHEBI_EXT:77089
CHEBI:77090	CHEBI_EXT:77090
CHEBI:77102	CHEBI_EXT:77102
CHEBI:77103	CHEBI_EXT:77103
CHEBI:77105	CHEBI_EXT:77105
CHEBI:77106	CHEBI_EXT:77106
CHEBI:77108	CHEBI_EXT:77108
CHEBI:77109	CHEBI_EXT:77109
CHEBI:77110	CHEBI_EXT:77110
CHEBI:77111	CHEBI_EXT:77111
CHEBI:77113	CHEBI_EXT:77113
CHEBI:77115	CHEBI_EXT:77115
CHEBI:77117	CHEBI_EXT:77117
CHEBI:77118	CHEBI_EXT:77118
CHEBI:77119	CHEBI_EXT:77119
CHEBI:77161	CHEBI_EXT:77161
CHEBI:77178	CHEBI_EXT:77178
CHEBI:77182	CHEBI_EXT:77182
CHEBI:77194	CHEBI_EXT:77194
CHEBI:77255	CHEBI_EXT:77255
CHEBI:77307	CHEBI_EXT:77307
CHEBI:77318	CHEBI_EXT:77318
CHEBI:77324	CHEBI_EXT:77324
CHEBI:77326	CHEBI_EXT:77326
CHEBI:77402	CHEBI_EXT:77402
CHEBI:77425	CHEBI_EXT:77425
CHEBI:77484	CHEBI_EXT:77484
CHEBI:77495	CHEBI_EXT:77495
CHEBI:77496	CHEBI_EXT:77496
CHEBI:77521	CHEBI_EXT:77521
CHEBI:77523	CHEBI_EXT:77523
CHEBI:7754	CHEBI_SO_EXT:oligonucleotide
CHEBI:77567	CHEBI_EXT:77567
CHEBI:77608	CHEBI_EXT:77608
CHEBI:77654	CHEBI_EXT:77654
CHEBI:77703	CHEBI_EXT:77703
CHEBI:77705	CHEBI_EXT:77705
CHEBI:77706	CHEBI_EXT:77706
CHEBI:77715	CHEBI_EXT:77715
CHEBI:77731	CHEBI_EXT:77731
CHEBI:77745	CHEBI_EXT:77745
CHEBI:77746	CHEBI_EXT:77746
CHEBI:77747	CHEBI_EXT:77747
CHEBI:77748	CHEBI_EXT:77748
CHEBI:77750	CHEBI_EXT:77750
CHEBI:77758	CHEBI_EXT:77758
CHEBI:77763	CHEBI_EXT:77763
CHEBI:77781	CHEBI_EXT:77781
CHEBI:77783	CHEBI_EXT:77783
CHEBI:77853	CHEBI_EXT:77853
CHEBI:77881	CHEBI_EXT:77881
CHEBI:77884	CHEBI_EXT:77884
CHEBI:77941	CHEBI_EXT:77941
CHEBI:77953	CHEBI_EXT:77953
CHEBI:77960	CHEBI_EXT:77960
CHEBI:77962	CHEBI_EXT:77962
CHEBI:77963	CHEBI_EXT:77963
CHEBI:77964	CHEBI_EXT:77964
CHEBI:77965	CHEBI_EXT:77965
CHEBI:77966	CHEBI_EXT:77966
CHEBI:77968	CHEBI_EXT:77968
CHEBI:77969	CHEBI_EXT:77969
CHEBI:77970	CHEBI_EXT:77970
CHEBI:77971	CHEBI_EXT:77971
CHEBI:77972	CHEBI_EXT:77972
CHEBI:77973	CHEBI_EXT:77973
CHEBI:77974	CHEBI_EXT:77974
CHEBI:78003	CHEBI_EXT:78003
CHEBI:78004	CHEBI_EXT:78004
CHEBI:78006	CHEBI_EXT:78006
CHEBI:78007	CHEBI_EXT:78007
CHEBI:78009	CHEBI_EXT:78009
CHEBI:78016	CHEBI_EXT:78016
CHEBI:78017	CHEBI_EXT:78017
CHEBI:78024	CHEBI_EXT:78024
CHEBI:78031	CHEBI_EXT:78031
CHEBI:78058	CHEBI_EXT:78058
CHEBI:78059	CHEBI_EXT:78059
CHEBI:78152	CHEBI_EXT:78152
CHEBI:78248	CHEBI_EXT:78248
CHEBI:78295	CHEBI_EXT:78295
CHEBI:78298	CHEBI_EXT:78298
CHEBI:78299	CHEBI_EXT:78299
CHEBI:78361	CHEBI_EXT:78361
CHEBI:78366	CHEBI_EXT:78366
CHEBI:78372	CHEBI_EXT:78372
CHEBI:78377	CHEBI_EXT:78377
CHEBI:78379	CHEBI_EXT:78379
CHEBI:78380	CHEBI_EXT:78380
CHEBI:78381	CHEBI_EXT:78381
CHEBI:78382	CHEBI_EXT:78382
CHEBI:78383	CHEBI_EXT:78383
CHEBI:78384	CHEBI_EXT:78384
CHEBI:78433	CHEBI_EXT:78433
CHEBI:78444	CHEBI_EXT:78444
CHEBI:78505	CHEBI_EXT:78505
CHEBI:78547	CHEBI_EXT:78547
CHEBI:78548	CHEBI_EXT:78548
CHEBI:78592	CHEBI_EXT:78592
CHEBI:78606	CHEBI_EXT:78606
CHEBI:78622	CHEBI_EXT:78622
CHEBI:78623	CHEBI_EXT:78623
CHEBI:78675	CHEBI_EXT:78675
CHEBI:78678	CHEBI_EXT:78678
CHEBI:78681	CHEBI_EXT:78681
CHEBI:78691	CHEBI_EXT:78691
CHEBI:78728	CHEBI_EXT:78728
CHEBI:78756	CHEBI_EXT:78756
CHEBI:78760	CHEBI_EXT:78760
CHEBI:78763	CHEBI_EXT:78763
CHEBI:78803	CHEBI_EXT:78803
CHEBI:78804	CHEBI_EXT:78804
CHEBI:78926	CHEBI_EXT:78926
CHEBI:78927	CHEBI_EXT:78927
CHEBI:78928	CHEBI_EXT:78928
CHEBI:78947	CHEBI_EXT:78947
CHEBI:79046	CHEBI_EXT:79046
CHEBI:79050	CHEBI_EXT:79050
CHEBI:79056	CHEBI_EXT:79056
CHEBI:79085	CHEBI_EXT:79085
CHEBI:79088	CHEBI_EXT:79088
CHEBI:79091	CHEBI_EXT:79091
CHEBI:79092	CHEBI_EXT:79092
CHEBI:79093	CHEBI_EXT:79093
CHEBI:79314	CHEBI_EXT:79314
CHEBI:79386	CHEBI_EXT:79386
CHEBI:79392	CHEBI_EXT:79392
CHEBI:80273	CHEBI_PR_EXT:parathyroid_hormone
CHEBI:80343	CHEBI_PR_EXT:insulin_like_growth_factor_1
CHEBI:80344	CHEBI_PR_EXT:insulin_like_growth_factor_2
CHEBI:81571	CHEBI_PR_EXT:leptin
CHEBI:81572	CHEBI_PR_EXT:adiponectin
CHEBI:81580	CHEBI_PR_EXT:prolactin
CHEBI:82632	CHEBI_EXT:82632
CHEBI:82655	CHEBI_EXT:82655
CHEBI:82665	CHEBI_GO_EXT:cyclin_dependent_kinase_inhibitor
CHEBI:82756	CHEBI_EXT:82756
CHEBI:82821	CHEBI_EXT:82821
CHEBI:82823	CHEBI_EXT:82823
CHEBI:82824	CHEBI_EXT:82824
CHEBI:82891	CHEBI_EXT:82891
CHEBI:82933	CHEBI_EXT:82933
CHEBI:82973	CHEBI_EXT:82973
CHEBI:82974	CHEBI_EXT:82974
CHEBI:83034	CHEBI_EXT:83034
CHEBI:83035	CHEBI_EXT:83035
CHEBI:83038	CHEBI_EXT:83038
CHEBI:83039	CHEBI_EXT:83039
CHEBI:83056	CHEBI_EXT:83056
CHEBI:83057	CHEBI_EXT:83057
CHEBI:83072	CHEBI_EXT:83072
CHEBI:83074	CHEBI_EXT:83074
CHEBI:83075	CHEBI_EXT:83075
CHEBI:83146	CHEBI_EXT:83146
CHEBI:83156	CHEBI_EXT:83156
CHEBI:83157	CHEBI_EXT:83157
CHEBI:83296	CHEBI_EXT:83296
CHEBI:83313	CHEBI_EXT:83313
CHEBI:83316	CHEBI_EXT:83316
CHEBI:83317	CHEBI_EXT:83317
CHEBI:83319	CHEBI_EXT:83319
CHEBI:83399	CHEBI_EXT:83399
CHEBI:83609	CHEBI_EXT:83609
CHEBI:83612	CHEBI_EXT:83612
CHEBI:83630	CHEBI_EXT:83630
CHEBI:83734	CHEBI_EXT:83734
CHEBI:83741	CHEBI_EXT:83741
CHEBI:83757	CHEBI_EXT:83757
CHEBI:83760	CHEBI_EXT:83760
CHEBI:83762	CHEBI_EXT:83762
CHEBI:83799	CHEBI_EXT:83799
CHEBI:84012	CHEBI_EXT:84012
CHEBI:84036	CHEBI_EXT:84036
CHEBI:84087	CHEBI_EXT:84087
CHEBI:84264	CHEBI_EXT:84264
CHEBI:84297	CHEBI_EXT:84297
CHEBI:84735	CHEBI_EXT:84735
CHEBI:84799	CHEBI_EXT:84799
CHEBI:84800	CHEBI_EXT:84800
CHEBI:84801	CHEBI_EXT:84801
CHEBI:84802	CHEBI_EXT:84802
CHEBI:84803	CHEBI_EXT:84803
CHEBI:84804	CHEBI_EXT:84804
CHEBI:85011	CHEBI_EXT:85011
CHEBI:85012	CHEBI_EXT:85012
CHEBI:85046	CHEBI_EXT:85046
CHEBI:85048	CHEBI_EXT:85048
CHEBI:85049	CHEBI_EXT:85049
CHEBI:85050	CHEBI_EXT:85050
CHEBI:85051	CHEBI_EXT:85051
CHEBI:85052	CHEBI_EXT:85052
CHEBI:85053	CHEBI_EXT:85053
CHEBI:85094	CHEBI_EXT:85094
CHEBI:85113	CHEBI_EXT:85113
CHEBI:85180	CHEBI_EXT:85180
CHEBI:85185	CHEBI_EXT:85185
CHEBI:85234	CHEBI_EXT:85234
CHEBI:85384	CHEBI_EXT:85384
CHEBI:85424	CHEBI_EXT:85424
CHEBI:85425	CHEBI_EXT:85425
CHEBI:85516	CHEBI_EXT:85516
CHEBI:85540	CHEBI_EXT:85540
CHEBI:85618	CHEBI_EXT:85618
CHEBI:8583	CHEBI_PR_EXT:prothrombin
CHEBI:86009	CHEBI_EXT:86009
CHEBI:86010	CHEBI_EXT:86010
CHEBI:86029	CHEBI_EXT:86029
CHEBI:86264	CHEBI_EXT:86264
CHEBI:86327	CHEBI_EXT:86327
CHEBI:86328	CHEBI_EXT:86328
CHEBI:86383	CHEBI_EXT:86383
CHEBI:86385	CHEBI_EXT:86385
CHEBI:86430	CHEBI_EXT:86430
CHEBI:86501	CHEBI_EXT:86501
CHEBI:86966	CHEBI_EXT:86966
CHEBI:87183	CHEBI_EXT:87183
CHEBI:9093	CHEBI_SO_EXT:selenocysteine
CHEBI:9160	CHEBI_SO_EXT:single_stranded_DNA
CHEBI:9937	CHEBI_PR_EXT:vasopressin
